Linux 6.16.9-200.fc42.x86_64 (fedora) 	10/19/2025 	_x86_64_	(12 CPU)

01:32:05 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:32:13 PM    8    6.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   91.00
01:32:13 PM    9    4.95    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   93.07
01:32:13 PM   10    3.92    0.00    1.96    0.00    1.96    0.98    0.00    0.00    0.00   91.18
01:32:13 PM   11    3.00    0.00    1.00    0.00    1.00    0.00    0.00    0.00    0.00   95.00

01:32:13 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:32:14 PM  all   12.35    0.00    1.09    0.00    1.01    0.34    0.00    0.00    0.00   85.21
01:32:14 PM    0    4.00    0.00    1.00    0.00    1.00    2.00    0.00    0.00    0.00   92.00
01:32:14 PM    1    8.00    0.00    1.00    0.00    1.00    0.00    0.00    0.00    0.00   90.00
01:32:14 PM    2    5.05    0.00    2.02    0.00    1.01    1.01    0.00    0.00    0.00   90.91
01:32:14 PM    3    5.10    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   93.88
01:32:14 PM    4   63.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   37.00
01:32:14 PM    5   36.63    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   62.38
01:32:14 PM    6    7.22    0.00    1.03    0.00    1.03    0.00    0.00    0.00    0.00   90.72
01:32:14 PM    7    3.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
01:32:14 PM    8    4.04    0.00    2.02    0.00    1.01    0.00    0.00    0.00    0.00   92.93
01:32:14 PM    9    5.10    0.00    1.02    0.00    1.02    0.00    0.00    0.00    0.00   92.86
01:32:14 PM   10    4.04    0.00    1.01    0.00    5.05    1.01    0.00    0.00    0.00   88.89
01:32:14 PM   11    2.02    0.00    2.02    0.00    1.01    0.00    0.00    0.00    0.00   94.95

01:32:14 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:32:15 PM  all   11.31    0.00    0.92    0.00    1.09    0.25    0.00    0.00    0.00   86.43
01:32:15 PM    0    1.03    0.00    0.00    0.00    0.00    1.03    0.00    0.00    0.00   97.94
01:32:15 PM    1    6.06    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   91.92
01:32:15 PM    2    6.06    0.00    0.00    0.00    2.02    1.01    0.00    0.00    0.00   90.91
01:32:15 PM    3    5.88    0.00    0.98    0.00    0.98    0.00    0.00    0.00    0.00   92.16
01:32:15 PM    4   53.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   46.00
01:32:15 PM    5   45.45    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   54.55
01:32:15 PM    6    8.91    0.00    1.98    0.00    0.00    0.99    0.00    0.00    0.00   88.12
01:32:15 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:32:15 PM    8    3.03    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   94.95
01:32:15 PM    9    2.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.98
01:32:15 PM   10    2.02    0.00    1.01    0.00    7.07    0.00    0.00    0.00    0.00   89.90
01:32:15 PM   11    2.00    0.00    2.00    0.00    3.00    0.00    0.00    0.00    0.00   93.00

01:32:15 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:32:16 PM  all   11.08    0.00    1.17    0.17    1.17    0.25    0.00    0.00    0.00   86.17
01:32:16 PM    0    1.98    0.00    0.99    0.00    0.00    1.98    0.00    0.00    0.00   95.05
01:32:16 PM    1   11.76    0.00    2.94    0.00    0.98    0.00    0.00    0.00    0.00   84.31
01:32:16 PM    2    5.10    0.00    1.02    0.00    2.04    0.00    0.00    0.00    0.00   91.84
01:32:16 PM    3    5.05    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   93.94
01:32:16 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:32:16 PM    5   93.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    7.00
01:32:16 PM    6    6.06    0.00    1.01    1.01    0.00    0.00    0.00    0.00    0.00   91.92
